id,first_name,last_name,city,State,Address ,Debt Amount,Phone,email,Opt-In IP ,Source ,Cost ,Purchase Date,Import date
1002,Meriel,Kopke,Banjar Pekandelan,,18509 Fallview Hill,$634.75 ,+62 720 925 1159,mkopkerp@tiny.cc,163.194.9.27,Brightbean,$720.53 ,7/6/2022,9/5/2022
1003,Blondelle,Dacre,Nashville,Tennessee,49 Ludington Parkway,$918.20 ,+1 615 903 4978,bdacrero@vimeo.com,40.230.80.133,Fliptune,$671.18 ,3/4/2022,4/2/2022
1004,Barnebas,Boise,Ban Khlong Bang Sao Thong,,5 Golf View Lane,$796.35 ,+66 879 417 6133,bboisern@psu.edu,228.4.12.185,Jabbersphere,$537.76 ,6/4/2022,9/27/2022
1005,Barnebas,Boise,Ban Khlong Bang Sao Thong,,5 Golf View Lane,$796.35 ,+66 879 417 6133,bboisern@psu.edu,228.4.12.185,Jabbersphere,$537.76 ,6/4/2022,9/27/2022
1006,Barnebas,Boise,Ban Khlong Bang Sao Thong,,5 Golf View Lane,$796.35 ,+66 879 417 6133,bboisern@psu.edu,228.4.12.185,Jabbersphere,$537.76 ,6/4/2022,9/27/2022
1007,Dorthea,Straun,Quibdó,,32791 Maryland Center,$83.51 ,+57 745 786 5532,dstraunrf@parallels.com,13.104.153.9,Zoombox,$188.91 ,2/9/2022,2/1/2022
1008,Dorthea,Straun,Quibdó,,32791 Maryland Center,$83.51 ,+57 745 786 5532,dstraunrf@parallels.com,13.104.153.9,Zoombox,$188.91 ,2/9/2022,2/1/2022
1009,Dorthea,Straun,Quibdó,,32791 Maryland Center,$83.51 ,+57 745 786 5532,dstraunrf@parallels.com,13.104.153.9,Zoombox,$188.91 ,2/9/2022,2/1/2022
1010,Dorthea,Straun,Quibdó,,32791 Maryland Center,$83.51 ,+57 745 786 5532,dstraunrf@parallels.com,13.104.153.9,Zoombox,$188.91 ,2/9/2022,2/1/2022
1011,Dorthea,Straun,Quibdó,,32791 Maryland Center,$83.51 ,+57 745 786 5532,dstraunrf@parallels.com,13.104.153.9,Zoombox,$188.91 ,2/9/2022,2/1/2022
1012,Ivette,Southgate,Atalaia,Lisboa,9 Esker Street,$978.18 ,+351 686 640 0781,isouthgaterj@nasa.gov,152.187.102.125,Realfire,$298.95 ,12/22/2021,5/6/2022
1013,Ivette,Southgate,Atalaia,Lisboa,9 Esker Street,$978.18 ,+351 686 640 0781,isouthgaterj@nasa.gov,152.187.102.125,Realfire,$298.95 ,12/22/2021,5/6/2022
